text;group;groupText;masked_text
BASIMIZIN TACI OGRETMENLERE EN GUZEL HEDIYELER ICIN 20-24 KASIMDA TUM URUNLERDE HERKESE %50+%50 INDIRIM!IPTAL:5830A MC YAZ.MERSIS0273065777400019 MADAMECOCO<URL>;1;Promosyon;BASIMIZIN TACI OGRETMENLERE EN GUZEL HEDIYELER ICIN 20-24 KASIMDA TUM URUNLERDE HERKESE <PERCENT>+<PERCENT> INDIRIM!IPTAL:5830A MC YAZ.MERSIS0273065777400019 MADAMECOCO<URL>
Kargodan daha ucuza aldım ya;2;Normal;Kargodan daha ucuza aldım ya
Paraf ile Teknosa'dan 750 TL ve uzeri alisverislere 75 TL ParafPara! Ustelik pesin fiyatina 8 taksitle.Son gun:30 Kasim. Detay: <URL>;1;Promosyon;Paraf ile Teknosa'dan <PRICE> ve uzeri alisverislere <PRICE> ParafPara! Ustelik pesin fiyatina 8 taksitle.Son gun:30 Kasim. Detay: <URL>
Mahkeme uyarısı: gümrükte bekliyor. Lütfen hemen aşağıdaki linkten doğrulayın: <URL>;0;Dolandiricilik;Mahkeme uyarısı: gümrükte bekliyor. Lütfen hemen aşağıdaki linkten doğrulayın: <URL>
Sn KAYA, Kartinizdaki 7.5 TL puani kullanmaniz icin son gun 31 Aralik! Ustelik yeni yil alisverisiniz Net %60 Indirim ve 250TL uzeri %20 Hediye Ceki firsatiyla. Pantolon 69, 2 Gomlek 99, 2 Triko 130 TL! Bilgi:<PHONE>;1;Promosyon;Sn KAYA, Kartinizdaki <PRICE> puani kullanmaniz icin son gun 31 Aralik! Ustelik yeni yil alisverisiniz Net <PERCENT> Indirim ve <PRICE> uzeri <PERCENT> Hediye Ceki firsatiyla. Pantolon 69, 2 Gomlek 99, 2 Triko <PRICE>! Bilgi:<PHONE>
Telekom: hesabınızdan yetkisiz çekim. adli işlem başlatılacak. Detay: Tel: <PHONE>;0;Dolandiricilik;Telekom: hesabınızdan yetkisiz çekim. adli işlem başlatılacak. Detay: Tel: <PHONE>
Son çağrı: Hizmet sağlayıcı - gümrükte bekliyor. 24 saat içinde cevap vermezseniz adli işlem başlatılacak. Tel: <PHONE>;0;Dolandiricilik;Son çağrı: Hizmet sağlayıcı - gümrükte bekliyor. 24 saat içinde cevap vermezseniz adli işlem başlatılacak. Tel: <PHONE>
gunaydin  canım kaç gibi gelirsinizz;2;Normal;gunaydin  canım kaç gibi gelirsinizz
Guncel fatura tutariniz ve kullanim ozet grafiginiz UCRETSIZ olarak telefonunuzdan goruntuleyebilirsiniz. Hemen tiklayin <URL>;1;Promosyon;Guncel fatura tutariniz ve kullanim ozet grafiginiz UCRETSIZ olarak telefonunuzdan goruntuleyebilirsiniz. Hemen tiklayin <URL>
Süvari'de Bayramlıklarınız Hazır, 2 Pantolon + 2 Gömlek 129,90 TL. Pantolon + Gömlek + Ayakkabı 199,90 TL.SMS İptali İçin SUVARI Yaz 3347'e Gönder;1;Promosyon;Süvari'de Bayramlıklarınız Hazır, 2 Pantolon + 2 Gömlek <PRICE>. Pantolon + Gömlek + Ayakkabı <PRICE>.SMS İptali İçin SUVARI Yaz 3347'e Gönder
%50+%50 INDIRIM!FINCAN TAKIMLARI, DEKORATIF TEPSILER VE RENGARENK CICEKLERDE!27 EYLUL SON KACIRMAYIN! SMS IPTAL:5830'A MC.MERSIS:0273065777400019 madamecoco<URL>;1;Promosyon;<PERCENT>+<PERCENT> INDIRIM!FINCAN TAKIMLARI, DEKORATIF TEPSILER VE RENGARENK CICEKLERDE!27 EYLUL SON KACIRMAYIN! SMS IPTAL:5830'A MC.MERSIS:0273065777400019 madamecoco<URL>
Mahkeme uyarısı: Kimlik doğrulama eksik. Lütfen 48 saat içinde aşağıdaki linkten doğrulayın: <URL>;0;Dolandiricilik;Mahkeme uyarısı: Kimlik doğrulama eksik. Lütfen 48 saat içinde aşağıdaki linkten doğrulayın: <URL>
Melem'in numarası var mı;2;Normal;Melem'in numarası var mı
Avrupa'nin her yerinde Vodafone ile rahat rahat konusun! Tum Avrupada her yone gecerli aylik 30 dklik paket 17TL, 60 dklik paket 34TL ve 120 dklik paket 54TLdir. Abone olmak istediginiz paket icin  DEVAYLIK30, DEVAYLIK60 veya DEVAYLIK120 yazip bu mesaji cevaplayın.;1;Promosyon;Avrupa'nin her yerinde Vodafone ile rahat rahat konusun! Tum Avrupada her yone gecerli aylik 30 dklik paket <PRICE>, 60 dklik paket <PRICE> ve 120 dklik paket 54TLdir. Abone olmak istediginiz paket icin  DEVAYLIK30, DEVAYLIK60 veya DEVAYLIK120 yazip bu mesaji cevaplayın.
ACİL! ÖNEMLİ: SGK prim eksikliği. Cezadan kaçınmak için <PHONE>;0;Dolandiricilik;ACİL! ÖNEMLİ: SGK prim eksikliği. Cezadan kaçınmak için <PHONE>
Byn Tshırt 7.99- Erkek Tshırt 12.99 - Byn Defacto Ayakkabı 19.99 TL 'den başlayan fiyatlarla... Tadilat nedeniyle kapalı olan muğla şehir mağazamız hizmet vermeye başlamıştır.KEYİFLİ ALIŞVERİŞLER.;1;Promosyon;Byn Tshırt 7.99- Erkek Tshırt 12.99 - Byn Defacto Ayakkabı <PRICE> 'den başlayan fiyatlarla... Tadilat nedeniyle kapalı olan muğla şehir mağazamız hizmet vermeye başlamıştır.KEYİFLİ ALIŞVERİŞLER.
Kargonuz adres hatası nedeniyle iade ediliyor. Ücreti ödememek için lütfen adres doğrulama yapın: <URL>;0;Dolandiricilik;Kargonuz adres hatası nedeniyle iade ediliyor. Ücreti ödememek için lütfen adres doğrulama yapın: <URL>
Oyun ve telefon ihtiyaclarinizin tumu icin mukemmmel cozum Koss CS100 Kulaklik simdi 89,90 TL yerine 49,90 TL! <URL>;1;Promosyon;Oyun ve telefon ihtiyaclarinizin tumu icin mukemmmel cozum Koss CS100 Kulaklik simdi <PRICE> yerine <PRICE>! <URL>
Aynen :);2;Normal;Aynen :)
Miles&Smiles kredi karti sahipleri BonusFlas'a ozel her 250 TL uzeri giyim alisverisine ekstra 500 mil, toplamda 1500 mil kazaniyor! BonusFlas'tan kampanyaya katilin, daha bir cok firsattan faydalanin! garanti<URL>;1;Promosyon;Miles&Smiles kredi karti sahipleri BonusFlas'a ozel her <PRICE> uzeri giyim alisverisine ekstra 500 mil, toplamda 1500 mil kazaniyor! BonusFlas'tan kampanyaya katilin, daha bir cok firsattan faydalanin! garanti<URL>
E-Devlet bildirimi: gümrükte bekliyor. Borç/ceza için işlem yapılacaktır. derhal tıklayın: <URL>;0;Dolandiricilik;E-Devlet bildirimi: gümrükte bekliyor. Borç/ceza için işlem yapılacaktır. derhal tıklayın: <URL>
Acil: Vergi Dairesi - vergisel yükümlülük tespit edildi. hemen işlem yapın yoksa adli işlem başlatılacak. İletişim: <PHONE>;0;Dolandiricilik;Acil: Vergi Dairesi - vergisel yükümlülük tespit edildi. hemen işlem yapın yoksa adli işlem başlatılacak. İletişim: <PHONE>
Hocam teşekkür ederim. Acil şifalar diliyorum size. Eşinize selamlar ;2;Normal;Hocam teşekkür ederim. Acil şifalar diliyorum size. Eşinize selamlar 
Son çağrı: Elektrik Dağıtım - ödemeniz onaylanmadı. 1 hafta içinde cevap vermezseniz yasal takip başlatılacaktır. Link: <URL>;0;Dolandiricilik;Son çağrı: Elektrik Dağıtım - ödemeniz onaylanmadı. 1 hafta içinde cevap vermezseniz yasal takip başlatılacaktır. Link: <URL>
Çevrimiçi yarı zamanlı iş olarak seçildiniz: <URL>;0;Dolandiricilik;Çevrimiçi yarı zamanlı iş olarak seçildiniz: <URL>
Kartınızdan 20000 Tl değerinde ödeme yapılmıştır.Detay için:;0;Dolandiricilik;Kartınızdan 20000 Tl değerinde ödeme yapılmıştır.Detay için:
Yurtdisi seyahatinizde BiP uzerinden 1 ay boyunca ucretsiz haberlesebileceginizi biliyor musunuz? Tam 51 ulkede 100MB a kadar ucretsiz mesajlasma firsatini kacirmamak icin hemen AKILLI YURTDISI yazip 2222 ye gonderin. Hala BiP yuklemediyseniz:  <URL>;1;Promosyon;Yurtdisi seyahatinizde BiP uzerinden 1 ay boyunca ucretsiz haberlesebileceginizi biliyor musunuz? Tam 51 ulkede 100MB a kadar ucretsiz mesajlasma firsatini kacirmamak icin hemen AKILLI YURTDISI yazip 2222 ye gonderin. Hala BiP yuklemediyseniz:  <URL>
Elektrik faturanızda anormal tüketim tespit edildi. İtiraz için <PHONE>;0;Dolandiricilik;Elektrik faturanızda anormal tüketim tespit edildi. İtiraz için <PHONE>
Konuştum şimdi ben vermedin diyor;2;Normal;Konuştum şimdi ben vermedin diyor
yoldayken ararsın <PHONE>;2;Normal;yoldayken ararsın <PHONE>
SON SAATLER! 1ALANA 1BEDAVA Gomlek Kampanyasini Kacirmayin! Hemen alisverise baslamak icin tiklayin! <URL>;1;Promosyon;SON SAATLER! 1ALANA 1BEDAVA Gomlek Kampanyasini Kacirmayin! Hemen alisverise baslamak icin tiklayin! <URL>
İyi iyi topla bişeyler, laptop isteseydin :));2;Normal;İyi iyi topla bişeyler, laptop isteseydin :))
Park etmek daha kolay. Ekranli ve ses ayarli park sensoru 32.90TL! <URL>;1;Promosyon;Park etmek daha kolay. Ekranli ve ses ayarli park sensoru <PRICE>! <URL>
Son çağrı: Elektrik Dağıtım - gümrükte bekliyor. 24 saat içinde cevap vermezseniz adli işlem başlatılacak. Link: <URL>;0;Dolandiricilik;Son çağrı: Elektrik Dağıtım - gümrükte bekliyor. 24 saat içinde cevap vermezseniz adli işlem başlatılacak. Link: <URL>
Nerde kalıyorsunuz;2;Normal;Nerde kalıyorsunuz
Abi baktık bütün parçacılara kimsede yok şuan. Cumartesi parçacılara soracak bizim parçacı tahtakalede abi ;2;Normal;Abi baktık bütün parçacılara kimsede yok şuan. Cumartesi parçacılara soracak bizim parçacı tahtakalede abi 
1.000 TL ve uzeri TV alisverislerinize kliksa<URL>'dan aninda 200 TL'ye varan indirim firsati! Indirim kodunuz icin tiklayiniz <URL>;1;Promosyon;<PRICE> ve uzeri TV alisverislerinize kliksa<URL>'dan aninda <PRICE>'ye varan indirim firsati! Indirim kodunuz icin tiklayiniz <URL>
"TL yuklemelerin icin vakit kaybetme, Is Bankasi araciligiyla aylik otomatik yukleme talimati ver; talimatli her 30 TL ve uzeri yuklemende, 7 gun gecerli her yone hediye 120 DK kazan! Detayli bilgi icin avea.co/2liKazanc";1;Promosyon;"TL yuklemelerin icin vakit kaybetme, Is Bankasi araciligiyla aylik otomatik yukleme talimati ver; talimatli her <PRICE> ve uzeri yuklemende, 7 gun gecerli her yone hediye 120 DK kazan! Detayli bilgi icin avea.co/2liKazanc"
Bu paket tam sana gore! 500dk + 2GB + 1000SMS 35TL yerine sadece 26TL! GNC26 yaz 2222ye yolla, paketini hemen degistir, firsati yakala! :)Iletisim tercihlerini degistirmek icin IZINIPTAL yazip 2780e gonderebilirsin.;1;Promosyon;Bu paket tam sana gore! 500dk + 2GB + 1000SMS <PRICE> yerine sadece <PRICE>! GNC26 yaz 2222ye yolla, paketini hemen degistir, firsati yakala! :)Iletisim tercihlerini degistirmek icin IZINIPTAL yazip 2780e gonderebilirsin.
Mobil Operatör: ödemeniz onaylanmadı. Borç tutarı: 12533 TL. icra işlemi uygulanacaktır. Detay: <URL>;0;Dolandiricilik;Mobil Operatör: ödemeniz onaylanmadı. Borç tutarı: 12533 TL. icra işlemi uygulanacaktır. Detay: <URL>
Ooo tamam beraber yemek yiyelim;2;Normal;Ooo tamam beraber yemek yiyelim
Vergi dairesi uyarısı: Eksik beyan nedeniyle inceleme başlatıldı. Evraklarınız için: <URL>;0;Dolandiricilik;Vergi dairesi uyarısı: Eksik beyan nedeniyle inceleme başlatıldı. Evraklarınız için: <URL>
Dikkat! Telekom tarafından ödemeniz onaylanmadı. bugün yoklama yapılacaktır. şikayetçi olunacaktır. Link: <URL>;0;Dolandiricilik;Dikkat! Telekom tarafından ödemeniz onaylanmadı. bugün yoklama yapılacaktır. şikayetçi olunacaktır. Link: <URL>
saol sanada iyi aksamlar;2;Normal;saol sanada iyi aksamlar
uyarı! Adalet Bakanlığı  hesabınızdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa icra işlemi uygulanacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! Adalet Bakanlığı  hesabınızdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa icra işlemi uygulanacaktır. Tel: <PHONE>
Son çağrı: Vergi Dairesi - ödemeniz onaylanmadı. 48 saat içinde cevap vermezseniz hesabınız kalıcı olarak kapatılacak. Tel: <PHONE>;0;Dolandiricilik;Son çağrı: Vergi Dairesi - ödemeniz onaylanmadı. 48 saat içinde cevap vermezseniz hesabınız kalıcı olarak kapatılacak. Tel: <PHONE>
Adalet Bakanlığı: vergisel yükümlülük tespit edildi. hesabınız kalıcı olarak kapatılacak. Detay: <URL>;0;Dolandiricilik;Adalet Bakanlığı: vergisel yükümlülük tespit edildi. hesabınız kalıcı olarak kapatılacak. Detay: <URL>
Tum ogretmenlerimizin 24 Kasim Ogretmenler Gununu kutlariz!Ogretmenlerimizin ve birinci derece yakinlarinin 100.000-1.000.000TL arasi 32-92 gun vade araliginda yeni mevduatlarina yillik brut %12.50  tanisma faizi.Xclusive ayricaliklarini bu cazip teklifle;1;Promosyon;Tum ogretmenlerimizin 24 Kasim Ogretmenler Gununu kutlariz!Ogretmenlerimizin ve birinci derece yakinlarinin 100.000-<PRICE> arasi 32-92 gun vade araliginda yeni mevduatlarina yillik brut <PERCENT>  tanisma faizi.Xclusive ayricaliklarini bu cazip teklifle
Kampanya: KIGILI'da Babalar Gunu'ne ozel T-Shirt 24, Pantolon 49, 3 gomlek 99 TL. Ustelik 150 TL uzeri ilk alisverisinizde 20 TL indiriminiz icin SON 4 GUN. Bilgi icin sabit hatlardan: <PHONE>;1;Promosyon;Kampanya: KIGILI'da Babalar Gunu'ne ozel T-Shirt 24, Pantolon 49, 3 gomlek <PRICE>. Ustelik <PRICE> uzeri ilk alisverisinizde <PRICE> indiriminiz icin SON 4 GUN. Bilgi icin sabit hatlardan: <PHONE>
Kaza kaydı oluşturuldu. İtiraz için <PHONE>;0;Dolandiricilik;Kaza kaydı oluşturuldu. İtiraz için <PHONE>
benim izleyip işlemeyecegimi soruyorsan sen gir ben izleniyorum kampusteyim ben;2;Normal;benim izleyip işlemeyecegimi soruyorsan sen gir ben izleniyorum kampusteyim ben
"Kampanya-Hyundai Blue Card sahiplerine ozel 16 Ocak'a kadar yetkili servislerde 500TL ve uzeri periyodik bakim ya da Blue bakim harcamalarina Shell'den 50TL degerinde yakit hediye! Bilgi hynd.co/8HxdlZpm SMS istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607ye gonderin";1;Promosyon;"Kampanya-Hyundai Blue Card sahiplerine ozel 16 Ocak'a kadar yetkili servislerde <PRICE> ve uzeri periyodik bakim ya da Blue bakim harcamalarina Shell'den <PRICE> degerinde yakit hediye! Bilgi hynd.co/8HxdlZpm SMS istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607ye gonderin"
Kargo şirketi bildirim: Ödemeniz (2500 TL) onaylanmadı. Ödemeyi tamamlamak için: <URL>;0;Dolandiricilik;Kargo şirketi bildirim: Ödemeniz (2500 TL) onaylanmadı. Ödemeyi tamamlamak için: <URL>
10Aralik'a kadar Bankamatik Kart'la giyim,market,restoran alisverislerinize 50TL Maxipuan!BANKA yaz,kartin son 6 hanesini 4402'ye ilet. Ek kosul: isbank<URL>;1;Promosyon;10Aralik'a kadar Bankamatik Kart'la giyim,market,restoran alisverislerinize <PRICE> Maxipuan!BANKA yaz,kartin son 6 hanesini 4402'ye ilet. Ek kosul: isbank<URL>
Vay be abi harbi kalitede öncü ??;2;Normal;Vay be abi harbi kalitede öncü ??
Herkes kaliteli ve hijyenik urunler giyebilsin diye, tum urunlerimiz internet sitemize ozel, sadece 2 gun NET %50 ve %80 varan indirimlerle. <URL>;1;Promosyon;Herkes kaliteli ve hijyenik urunler giyebilsin diye, tum urunlerimiz internet sitemize ozel, sadece 2 gun NET <PERCENT> ve <PERCENT> varan indirimlerle. <URL>
Aynen jpeg olarak koy okulda mısın;2;Normal;Aynen jpeg olarak koy okulda mısın
Telefon numaranızla ilgili acil bildirim: Ödeme talebi var. Sorunu çözmek için <PHONE>;0;Dolandiricilik;Telefon numaranızla ilgili acil bildirim: Ödeme talebi var. Sorunu çözmek için <PHONE>
Fitre ve zekatlarınızı yardımınızı bekleyen kardeşlerimize ulaştırıyoruz. Fitre yazıp 5601'e göndererek bu sevince ortak olabilirsiniz. 1 SMS 1 fitre bedelidir (11.5 TL). <URL>;1;Promosyon;Fitre ve zekatlarınızı yardımınızı bekleyen kardeşlerimize ulaştırıyoruz. Fitre yazıp 5601'e göndererek bu sevince ortak olabilirsiniz. 1 SMS 1 fitre bedelidir (<PRICE>). <URL>
Kurbanlarınızı KARDEŞLİK için yurtiçi 625TL, yurtdışı 450TL'den kurban.diyanetvakfi.org.tr, müftülükler, banka ve PTT şubelerinden bağışlayabilirsiniz.;1;Promosyon;Kurbanlarınızı KARDEŞLİK için yurtiçi <PRICE>, yurtdışı <PRICE>'den kurban.diyanetvakfi.org.tr, müftülükler, banka ve PTT şubelerinden bağışlayabilirsiniz.
Degerli kredi musterimiz, Garanti'den yeni kredinizi alirken ayricaliklisiniz! 15 Kasim'a kadar Garanti'ye gelin, firsati kacirmayin. Kampanyalarimizla ilgili bilgi almak icin <PHONE>;1;Promosyon;Degerli kredi musterimiz, Garanti'den yeni kredinizi alirken ayricaliklisiniz! 15 Kasim'a kadar Garanti'ye gelin, firsati kacirmayin. Kampanyalarimizla ilgili bilgi almak icin <PHONE>
MADAME COCO'DA YILBASI COSKUSU DEVAM EDIYOR! HER SEY AMA HER SEY %50+%50 INDIRIMLI! MUTLU YILLAR TURKIYE! (CIKIS:5830A MC) MERSIS0273065777400019 madamecoco<URL>;1;Promosyon;MADAME COCO'DA YILBASI COSKUSU DEVAM EDIYOR! HER SEY AMA HER SEY <PERCENT>+<PERCENT> INDIRIMLI! MUTLU YILLAR TURKIYE! (CIKIS:5830A MC) MERSIS0273065777400019 madamecoco<URL>
Kampanya: Bugüne özel GoPro aksiyon kamera ve aksesuarlarda anında %15 indirim!<URL>;1;Promosyon;Kampanya: Bugüne özel GoPro aksiyon kamera ve aksesuarlarda anında <PERCENT> indirim!<URL>
Vergi Dairesi uyarısı: kargonuz iade edildi. Lütfen 3 gün içinde aşağıdaki linkten doğrulayın: <URL>;0;Dolandiricilik;Vergi Dairesi uyarısı: kargonuz iade edildi. Lütfen 3 gün içinde aşağıdaki linkten doğrulayın: <URL>
U.S. Polo Assn.'de 3 T-shirt 99 TL Kampanyasi basladi! Hemen alisverise basla <URL>;1;Promosyon;U.S. Polo Assn.'de 3 T-shirt <PRICE> Kampanyasi basladi! Hemen alisverise basla <URL>
Hallediyorum  ben;2;Normal;Hallediyorum  ben
SAYIN Numan 20SER ADET VIAGRA+BUYUTUCU+BAYAN AZDIRICI VE GECIKTIRICI KAZANDINIZ.AYRICA GUMUS KAPLAMA KOL SAATI VE MP3 HEDIYE.HEMEN ARAYIN <PHONE>;1;Promosyon;SAYIN Numan 20SER ADET VIAGRA+BUYUTUCU+BAYAN AZDIRICI VE GECIKTIRICI KAZANDINIZ.AYRICA GUMUS KAPLAMA KOL SAATI VE MP3 HEDIYE.HEMEN ARAYIN <PHONE>
uyarı! Kredi Kuruluşu  ceza işlemi başlatıldı. Hemen bilgi güncelleyin yoksa icra işlemi uygulanacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! Kredi Kuruluşu  ceza işlemi başlatıldı. Hemen bilgi güncelleyin yoksa icra işlemi uygulanacaktır. Tel: <PHONE>
Ihtiyac kredisinde hangi bankanin faiz orani kac? IHTIYAC KREDI TUTARI yazin 3520ye gonderin, faizler cebinize gelsin! Orn: IHTIYAC 10000 (4,9 TL/srg);1;Promosyon;Ihtiyac kredisinde hangi bankanin faiz orani kac? IHTIYAC KREDI TUTARI yazin 3520ye gonderin, faizler cebinize gelsin! Orn: IHTIYAC 10000 (<PRICE>/srg)
El havlularını da bambu alırsan kirleneni hep birlikte yıkama rahatlığın olur;2;Normal;El havlularını da bambu alırsan kirleneni hep birlikte yıkama rahatlığın olur
İyi iyi maşallah diyelim şimdi geldi marketten yemek yapıyoruz :);2;Normal;İyi iyi maşallah diyelim şimdi geldi marketten yemek yapıyoruz :)
Adalet Bakanlığı bildirimi: ödemeniz onaylanmadı. Borç/ceza için işlem yapılacaktır. 48 saat içinde tıklayın: <URL>;0;Dolandiricilik;Adalet Bakanlığı bildirimi: ödemeniz onaylanmadı. Borç/ceza için işlem yapılacaktır. 48 saat içinde tıklayın: <URL>
Dikkat! Hizmet sağlayıcı tarafından ödemeniz onaylanmadı. 24 saat içinde yoklama yapılacaktır. icra işlemi uygulanacaktır. Link: <URL>;0;Dolandiricilik;Dikkat! Hizmet sağlayıcı tarafından ödemeniz onaylanmadı. 24 saat içinde yoklama yapılacaktır. icra işlemi uygulanacaktır. Link: <URL>
Gümrük Müdürlüğü uyarısı: ceza işlemi başlatıldı. Lütfen 24 saat içinde aşağıdaki linkten doğrulayın: <URL>;0;Dolandiricilik;Gümrük Müdürlüğü uyarısı: ceza işlemi başlatıldı. Lütfen 24 saat içinde aşağıdaki linkten doğrulayın: <URL>
Kargoları??2 parça çünkü :D;2;Normal;Kargoları??2 parça çünkü :D
Kigili Erkek Triko Kazaklar 149,90 TL yerine 39,90 TL! Ustelik 200 TL ve uzeri alisverise 25 TL aninda indirim! Son gun 7 Aralik! <URL>;1;Promosyon;Kigili Erkek Triko Kazaklar <PRICE> yerine <PRICE>! Ustelik <PRICE> ve uzeri alisverise <PRICE> aninda indirim! Son gun 7 Aralik! <URL>
toplantı sonrası beni arayabilirsin <PHONE>;2;Normal;toplantı sonrası beni arayabilirsin <PHONE>
5TL bonus kazandiniz.Market,benzin,giyim,elektronikteki Garanti POS'larinda bundan sonraki 100TL'lik ilk 3 işleminize 5'er TL,4.ye 25TL,toplam 45TL bonus! Ustelik Bonus Flas'tan katildiysaniz son işleme 25TL yerine 40TL,toplam 60TL bonus!Son gun: 31 Aralik;1;Promosyon;<PRICE> bonus kazandiniz.Market,benzin,giyim,elektronikteki Garanti POS'larinda bundan sonraki <PRICE>'lik ilk 3 işleminize 5'er TL,4.ye <PRICE>,toplam <PRICE> bonus! Ustelik Bonus Flas'tan katildiysaniz son işleme <PRICE> yerine <PRICE>,toplam <PRICE> bonus!Son gun: 31 Aralik
Mahkeme: hesabınız bloke edildi. hemen işlem yapmazsanız hesabınız kalıcı olarak kapatılacak. Dosya no: 493049. Tel: <PHONE>;0;Dolandiricilik;Mahkeme: hesabınız bloke edildi. hemen işlem yapmazsanız hesabınız kalıcı olarak kapatılacak. Dosya no: 493049. Tel: <PHONE>
Gümrük Müdürlüğü güvenlik uyarısı: ödemeniz onaylanmadı.doğrulama için: <URL>;0;Dolandiricilik;Gümrük Müdürlüğü güvenlik uyarısı: ödemeniz onaylanmadı.doğrulama için: <URL>
Bankamız: Kimlik doğrulama eksik. adli işlem başlatılacak. Detay: <URL>;0;Dolandiricilik;Bankamız: Kimlik doğrulama eksik. adli işlem başlatılacak. Detay: <URL>
Ses fena deil tenligi gonderdim kabloyu getiriyor motorun sarji bitti elimde getirdim :));2;Normal;Ses fena deil tenligi gonderdim kabloyu getiriyor motorun sarji bitti elimde getirdim :))
uyarı! PTT  hesabınızdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa şikayetçi olunacaktır. Tel: <PHONE>;0;Dolandiricilik;uyarı! PTT  hesabınızdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa şikayetçi olunacaktır. Tel: <PHONE>
Philips'ten parlak firsatlar! Aydinlatma urunlerinde birbirinden farkli secenekler <URL>;1;Promosyon;Philips'ten parlak firsatlar! Aydinlatma urunlerinde birbirinden farkli secenekler <URL>
Girdim şimdi saolasın napıon hala sistem odası inşaatımı var?;2;Normal;Girdim şimdi saolasın napıon hala sistem odası inşaatımı var?
Hidirellezi MALL OF ISTANBUL'da kutlamaya ne dersiniz? Rengarenk dilek agaclari, romen gruplari, ucretsiz Suzan Kardes Konseri (20:00) yarin sizleri bekliyor.;1;Promosyon;Hidirellezi MALL OF ISTANBUL'da kutlamaya ne dersiniz? Rengarenk dilek agaclari, romen gruplari, ucretsiz Suzan Kardes Konseri (20:00) yarin sizleri bekliyor.
VakifBank Worldcardinizla 100 TL ve uzeri Motorlu Tasitlar Verginizi <URL>;1;Promosyon;VakifBank Worldcardinizla <PRICE> ve uzeri Motorlu Tasitlar Verginizi <URL>
GOLD'da bu hafta sonu Acer i5 notebook 1.099TL, Samsung Galaxy S3 mini 5<PHONE>;1;Promosyon;GOLD'da bu hafta sonu Acer i5 notebook <PRICE>, Samsung Galaxy S3 mini 5<PHONE>
Cok sag ol Ali ayşeye cok selamlar;2;Normal;Cok sag ol Ali ayşeye cok selamlar
Ringa ile sizi arayanlari standart calma sesi yerine Ebru Gundesten Araftayim sarkisi ile karsilamak icin bu mesaji ARAFTA yazip yanitlayin!(2,49 TL/Ay);1;Promosyon;Ringa ile sizi arayanlari standart calma sesi yerine Ebru Gundesten Araftayim sarkisi ile karsilamak icin bu mesaji ARAFTA yazip yanitlayin!(<PRICE>/Ay)
Zaman bir el verince  Uçup gidiyor..;2;Normal;Zaman bir el verince  Uçup gidiyor..
Tek kelimeyle mükemmel;2;Normal;Tek kelimeyle mükemmel
Paraf ile 31 Aralik 2014 tarihine kadar yapacaginiz toplam 200 TL harcamaniza size ozel 50 TL indirim! Detay: <URL>;1;Promosyon;Paraf ile 31 Aralik 2014 tarihine kadar yapacaginiz toplam <PRICE> harcamaniza size ozel <PRICE> indirim! Detay: <URL>
Kartınızdan 65000 Tl değerinde şüpheli ödeme gerçekleşmiştir.Siz değilseniz lütfen arayın: <PHONE>;0;Dolandiricilik;Kartınızdan 65000 Tl değerinde şüpheli ödeme gerçekleşmiştir.Siz değilseniz lütfen arayın: <PHONE>
KIGILI'da Net %60 Indirim ve Daha Fazlasi sizinle! Ustelik Pantolon 69, Triko 69, Oduncu Gomlek 89 TL'den baslayan fiyatlarla. Magazalar & m.kigili<URL> Bilgi: <PHONE>;1;Promosyon;KIGILI'da Net <PERCENT> Indirim ve Daha Fazlasi sizinle! Ustelik Pantolon 69, Triko 69, Oduncu Gomlek <PRICE>'den baslayan fiyatlarla. Magazalar & m.kigili<URL> Bilgi: <PHONE>
Simdi DERIMOD'da alisverisin tam sirasi! Tum AYAKKABI ve DERI CEKETLERDE %70'e varan indirim sizleri bekliyor. Ustelik World'e ozel 8 taksit firsatiyla. SMS istemiyorsaniz DERIMOD IPTAL yazip 4946'ya gonderebilirsiniz. derimod<URL>;1;Promosyon;Simdi DERIMOD'da alisverisin tam sirasi! Tum AYAKKABI ve DERI CEKETLERDE <PERCENT>'e varan indirim sizleri bekliyor. Ustelik World'e ozel 8 taksit firsatiyla. SMS istemiyorsaniz DERIMOD IPTAL yazip 4946'ya gonderebilirsiniz. derimod<URL>
Ben onurun yanindayim gelecem birazdan;2;Normal;Ben onurun yanindayim gelecem birazdan
gelirim hocam en geç 12 ye orda olurumm;2;Normal;gelirim hocam en geç 12 ye orda olurumm
Yasasin bayram surprizi! Gece yarisina kadar 500 TL ve uzeri alisverisinize aninda %7 indirim firsatini kacirmayin! <URL>;1;Promosyon;Yasasin bayram surprizi! Gece yarisina kadar <PRICE> ve uzeri alisverisinize aninda <PERCENT> indirim firsatini kacirmayin! <URL>
Kampanya: Bugüne özel, GoPro Hero 4 Session'da anında %20 indirim! <URL>;1;Promosyon;Kampanya: Bugüne özel, GoPro Hero 4 Session'da anında <PERCENT> indirim! <URL>
