text;group;groupText;
Motorlu Tasitlar Vergisinde ucretsiz 3 taksit! Odemenizi gib.gov.tr,Garanti Internet ve Cep Subeleri ,<PHONE>;1;Promosyon;
Ama hepsini almayabilirsin ben de tam fýrsatçý oldum :);2;Normal;
Erken Rezervasyonda son gün Pazartesi! 1000TL üzeri konaklamanizda 100TL indirim kodunuz:BHEB25 <URL>;1;Promosyon;
Yetkiyi 7 yapman lazim;2;Normal;
Ýsim bilgileri uyuþmuyor. Kargonuzu almak için linke girin ve güncelleme yapýn: <URL>;0;Dolandiricilik;
Yeni yilda DERIMOD'u olmayan kalmasin diye tum DERI CEKETLERDE yilbasina ozel ETIKETIN YARISI + 2. urune %30 indirim daha. Ustelik World'e ozel 8 taksit firsatiyla. SMS istemiyorsaniz DERIMOD IPTAL yazip 4946'ya gonderebilirsiniz. derimod<URL>;1;Promosyon;
Elektrik faturanýzda anormal tüketim tespit edildi. Ýtiraz için <PHONE>;0;Dolandiricilik;
Emlak ve cevre temizlik verginizi odemeden once VERGI yazip 3340a gonderin,100TL ve uzeri odemeleriniz ucretsiz 3 taksite bolunsun! 30 Kasim son! bonus<URL>;1;Promosyon;
Biraz biber domates topladýk o kadar;2;Normal;
TOTAL'DE AYRI GUNLERDE 2 DEFA DAHA 75 TL VE UZERI HARCA, EKSTRA BONUS KAZAN! SON GUN 15 SUBAT!DETAYLI BiLGi: bonus<URL>;1;Promosyon;
Mahkeme hesabýnýzda þüpheli aktivite: hesabýnýzdan yetkisiz çekim. Hemen kontrol edin: þikayetçi olunacaktýr Tel: <PHONE>;0;Dolandiricilik;
Afiyet olsun;2;Normal;
Kazandiginiz ParafParalari daha degerli hale getirmek icin ARTAN bosluk kartinizin son 6 hanesini yazarak 3404?e gonderin!Detay parafcard<URL>;1;Promosyon;
Facebook Güvenlik: Hesabýnýzda anormal etkinlik tespit ettik. Oturum açýp doðrulayýn: <URL>;0;Dolandiricilik;
Mugla Domino's tan Bayrama Ozel Cilgin Kampanya 2 Adet Buyuk Boy Sosyal Pizza + 1 Lt Coca-Cola SADECE 37,80 TL <PHONE>;1;Promosyon;
SOSYAL MEDYA HESABINIZ BLOKLANDI. Kimlik doðrulamasý için link: <URL>;0;Dolandiricilik;
2,5 MÝLYON GRATÝS KARTI KUTLUYORUZ!12Aralýkta kart ile 50TL üzerine TÜM ÜRÜNLERDE ek %25 ÝNDÝRÝM!Detay: <URL>;1;Promosyon;
Vatan'da 31/12/2015'e kadar Tum Notebook,Tablet,Kucuk Ev Aletlerinde %18 KDV kadar indirim.SMS iptal icin MESAJ RET yaz 4933'e gonder.Mersis: 0-6320-0360-720001;1;Promosyon;
Kardeþim bidahaki maça beraber gidiyoruz ona göre :)) ;2;Normal;
Bu aksam eve gidip Xbox One keyfi yasamak var! Garanti Internet veya Cep Subesi'ne girin, Xbox One'i 300 TL indirimli alin. Son gun 13 Nisan! <URL>;1;Promosyon;
Sýkmayým canýnýzý nolur;2;Normal;
Ziraat Kartiniza ozel, Lezzetlihediye<URL> dan yapacaginiz 75 TL ve uzeri harcamaniza aninda %25 indirim! Detayli bilgi icin <URL>;1;Promosyon;
Tamam o da patladý;2;Normal;
Aynen yarn akþam 6.45 te otobüs aldýk bileti bi deðiþilik yok;2;Normal;
Apple IDdoðrulamasý yapýlmadý. hesabýnýzý kurtarmak için: <URL>;0;Dolandiricilik;
Ödeme doðrulamasý gerekli. Link: <URL>;0;Dolandiricilik;
Anladým caným Salý?ya kadar bizde de kalýrsýn deðil mi;2;Normal;
Sosyal medya çekiliþi kazandýnýz. Detaylar: <URL>;0;Dolandiricilik;
:));2;Normal;
Tebrikler! Kampanya kazanýmý: Büyük ödülünüzü almak için doðrulama yapýn: <URL>;0;Dolandiricilik;
Musterilerimizin %70i Trafik sigortalarinda avantajli fiyatlardan yararlandi! <URL>;1;Promosyon;
Birbiriyle baðlantýlý;2;Normal;
DAGI'de YILIN SON KAMPANYASI  Tum Urunlerde NET %50 INDIRIM Baslamistir.Kampanya 20/12/2015'de sona erecektir.Mesaj almamak icin RET yaz 3347'e SMS gonderiniz;1;Promosyon;
Sistemimiz ödeme sahteciliði tespit etti. Hesap güvenliði için doðrulama: <URL>;0;Dolandiricilik;
Seninleyken içtiðimiz þeyin fotoðrafýný çekmiþtin neydi adý hatýrlýyor musun;2;Normal;
Acil: Kredi Kuruluþu - aboneliðiniz iptal edilecek. 1 hafta içinde iþlem yapýn yoksa yasal takip baþlatýlacaktýr. Ýletiþim: <PHONE>;0;Dolandiricilik;
Özel indirim kodunuz aktif. Hemen kullanmak için: <URL>;0;Dolandiricilik;
Yok abi ne yolu geliyom 10dkya ,);2;Normal;
Boyner'de kozmetikte isaretli marka ve parfumlerde 2.urune %60'a varan indirim! Son gun 31.12. Bilgi icin <PHONE>;1;Promosyon;
Sunexpress'ten bahar kampanyasi!<PHONE>;1;Promosyon;
naptýn müdür geliyor musun hafta sonu;2;Normal;
Kampanya: Marks&Spencer'dan Bayram Hediyesi! Tum cocuk giyim urunlerinde 2.'ye %25 INDIRIM. Son gun 19 Temmuz Pazar. Sms ret icin MS yazin 3525'e gonderin.;1;Promosyon;
ATAKOY de sezonun DEV iNDiRiMi bugun basladi ..Tum bot ve cizme modellerinde NET %70 iNDiRiM!! Kacirmayin. Keyifli alisverisler. Mesaj iptal icin <URL>;1;Promosyon;
<URL>;1;Promosyon;
Evden çalýþma iþi: Hemen baþvuru yapýn;0;Dolandiricilik;
Baska var mi düþündüðünüz;2;Normal;
uyarý! SGK – hesabýnýzdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa hesabýnýz kalýcý olarak kapatýlacak. Tel: <PHONE>;0;Dolandiricilik;
Hesabýnýz kapatýlacak. Onay için hemen týklayýn: <URL>;0;Dolandiricilik;
Tum nakit ihtiyac ve odemelerinizde kullanabileceginiz 3000 TL kredili mevduat hesabiniz hazir. Sizi 13/07/2015  tarihine kadar en yakin subemize bekliyoruz.Iletisim tercihlerinizi degistirmek icin Paramatikler ve <PHONE>;1;Promosyon;
SON GUNLER! Hendek Parkshop KIGILI'nin Buyuk Indirim Panayiri bitiyor! %70+%20 INDIRIM ile yaz koleksiyonuna ozel son firsati kacirmayin!;1;Promosyon;
Ben tam bir Ayakkabý Delisiyim diyorsanýz yeni sezon ayakkabý modellerimiz için <URL>;1;Promosyon;
hatirlayamadým valla resetleyip yeniden ayarlamak lazým;2;Normal;
Kampanya: 1100.00 TL tutarindaki iþleminizi aylik 378.98 TL lik taksitle 3 ayda odemek icin BOL yazip bosluk birakin, 02 yazin 6635e gonderin. Aylik faiz yuzde 1.39, yillik maliyet yuzde 20.01 dir. Kampanya SMS istemiyorsaniz VBRED yazin 6757ye ucretsiz gonderin.;1;Promosyon;
Saolasin dusunmuyorum;2;Normal;
Yatýrým platformu %300 garanti ile açýldý. Üye olmak için: <URL>;0;Dolandiricilik;
Sigortayeri<URL>'dan zorunlu trafik sigortasi yaptiran TTNET'liler faturalarinda 20TL indirim kazaniyor!TTNET bosluk TCKN bosluk Plaka No yazip,3950'e SMS gönder;1;Promosyon;
Abicim herþey için teþekkür ederim tamamdýr hiçbir sýkýntý yok kayýt tamamlandý ;2;Normal;
7400.00TL TAKSITLI PARAYI 9 AYDA 924.92 TL TAKSITLE ALMAK ICIN PARA YAZ KART SON6 NOYU 3340'A YOLLA.SON GUN 31.03.2015.FAIZ %1.99,YMO %29.<PHONE>;1;Promosyon;
Neden göndermiyorsun kandýrýkçý  yeðen;2;Normal;
Sýkýntý yok,);2;Normal;
Hadi bakalým iyi þanslar;2;Normal;
Evet Yunus C.tesi çýkýcaz yola P.tesi babm dönecek;2;Normal;
Gümrük Müdürlüðü: gümrükte bekliyor. hemen iþlem yapmazsanýzhukuki süreç baþlatýlacaktýr. Tel: <PHONE>;0;Dolandiricilik;
"Hiç birine gerek yok ;)";2;Normal;
Kartýnýz bloke edildi. Ýptal iþlemi için görüþün: <PHONE>;0;Dolandiricilik;
O zaman da aa farketmemisim dersin;2;Normal;
Size özel kampanya ve bilgilendirme yapabilmemiz için Opet'e verdiðiniz kiþisel ve alýþveriþ bilgilerinizin iþlenerek, çeþitli kanallardan sizinle iletiþime geçmemize izin veriyorsanýz ÝZÝN AD SOYAD yazýn 6738'e gönderin,hediyenizi kazanýn!;1;Promosyon;
Paket teslim edilemedi. Yeni teslim tarihi seçmek için týklayýn veya <PHONE>;0;Dolandiricilik;
Tam 20TL bonus firsati! 10-16 Temmuz arasi Bonus Platinum ile istediginiz yerde toplam 300TL alisveris yapin, 20TL bonus kazanin! 3340a SANS yazin,gonderin bonus<URL>;1;Promosyon;
Adalet Bakanlýðý uyarýsý: Kimlik doðrulama eksik. Lütfen derhal aþaðýdaki linkten doðrulayýn: <URL>;0;Dolandiricilik;
Sadece 24 saat surecek super firsat! 2249 TL'ye Apple iPhone 6 - 16 GB akilli telefon, 75 TL Worldpuan hediye <URL>;1;Promosyon;
Internet Subemizde 1V1Y<URL>'dan 150 TL'lik alisverisinizde aninda 15 TL indirim firsatini kacirmayin! Kampanyaya katilmak icin son gun 18 Eylul. Iletisim tercihlerinizi degistirmek icin:Internet Subesi veya <PHONE>;1;Promosyon;
Ýyiyim ya;2;Normal;
SGK kaydýnýz askýya alýndý. Ayrýntýlar için arayýn: <PHONE>;0;Dolandiricilik;
Evden çalýþma iþi: Hemen baþvuru yapýn;0;Dolandiricilik;
5 Mayis'a kadar 501041 ile biten kartinizla 50TL ve uzeri ilk taksitli alisverisinize 20TL BONUS! KARAR yazin kart son 6haneyi 3340'a gonderin! bonus<URL>;1;Promosyon;
"Sýkýntý yok bi kaç ilaç yazdý 2 günde rapor önmli biþey yok ama ;)";2;Normal;
Ödeme doðrulamasý gerekli. Link: <URL>;0;Dolandiricilik;
HOTIC, Kusadasi AVM'de acildi! Tum Cizmelerde NET %70 + ikinci urune %20 INDIRIM! SMS almamak icin HOTIC yazip 3172ye gonderebilirsiniz. Mersis:0464001939500012;1;Promosyon;
VakifBank Worldcardla 31 Marta kadar sube veya <PHONE>;1;Promosyon;
World'e ozel 50TL'ye varan Worldpuan ve 9 taksit firsatini kacirmayin, tiklayin <URL>;1;Promosyon;
Aidat borcunuz icra edilmeden önce yapýlandýrma için týklayýn: <URL>;0;Dolandiricilik;
Kampanya: VakifBank Worldcardinizla 100 TL ve uzeri Motorlu Tasitlar Verginizi <URL>;1;Promosyon;
Evet Yunus saçýmý kestirdim de duþtaydým yeni gördüm siz naptýnýz nerdesinz?;2;Normal;
Kampanya:HOTIC'te Erkek ayakkabilarinda NET%60 INDIRIM (Zamansiz urunler gecerli degildir)Bilgilendirme almak istemiyorsaniz HOTICyazip 3172ye gonderebilirsiniz;1;Promosyon;
Adýnýza iþlem yapýlmýþtýr. Ýptal için týklayýn: <URL>;0;Dolandiricilik;
Sýkýntý yok;2;Normal;
Hpþbulduk hocam :) 13:00'de toplanýyoruz deðil mi?;2;Normal;
Kaza kaydý oluþturuldu. Ýtiraz için <PHONE>;0;Dolandiricilik;
Ok teþekkürler;2;Normal;
Annemlerdeyiz Ýlker de bizde;2;Normal;
Tamam gayet profesyonel görünüyor ilan.;2;Normal;
Kargonuzla ilgili bilgi almak için arayýn: <PHONE>;0;Dolandiricilik;
50TL bonus! Bonus'a uye market,akaryakit ve restoranda her 100TL harcamaya 10TL,toplam 50TL bonus! Ilk harcamadan once KAZAN yaz 3340'a gonder.Son gun 19 Temmuz! Bilgi: bonus<URL>;1;Promosyon;
Gunun super firsati Korkmaz Elektrikli Caydanlik ucretsiz kargo ile sadece 109,90TL! <URL>;1;Promosyon;
Akbank Direkt Mobil'e girin, 20 Havale ve 2 EFT hediyenizi aninda kazanin! Para transferlerinizi bir ay UCRETSIZ yapin! <URL>;1;Promosyon;
Faizsiz kredi fýrsatý sizi bekliyor. Baþvuru ve onay için: <URL>;0;Dolandiricilik;
Hesabýnýzda yabancý giriþ denemesi var. Oturum kapatýldý. Tekrar açmak için: <URL>;0;Dolandiricilik;
Kartýnýz bloke edildi. Ýptal iþlemi için görüþün: <PHONE>;0;Dolandiricilik;
Su faturasý gecikmiþ;0;Dolandiricilik;
Kredi limitiniz onaylandý. Kredi detaylarý ve sözleþme: <URL>;0;Dolandiricilik;
HGS yuklemek bir SMS e bakar. Turkcell Mobil Odeme ile HGS nize 10 TL yuklemek icin PLAKA bosluk 10 yazip 1447 ye gonderebilirsiniz.Turkcell in kampanya ve hizmetlerinden sizi haberdar etmemizi istemiyorsaniz IZINIPTAL yazip 2780 e gonderebilirsiniz.;1;Promosyon;
Yasal Bilgi mesajidir Alanya 4 yildiz Otel 12 yas ucretsiz 4 Gece 5 Gun Tatil Hersey dahil 199 TL <URL>;1;Promosyon;
ACÝL! Telefonunuzda virüs tespit edildi. Temizlemek için týklayýn: <URL>;0;Dolandiricilik;
Kartýnýz bloke edildi. Ýptal iþlemi için görüþün: <PHONE>;0;Dolandiricilik;
Ahmet bey  mektubun  var;2;Normal;
Ýade talebiniz bekliyor. Kimlik doðrulama: <URL>;0;Dolandiricilik;
Kripto airdrop: 0.5 BTC kazanma þansý! Cüzdan adresinizi doðrulayýn: <URL>;0;Dolandiricilik;
"Vatan'da bu haftasonu LG 42LB580N 42"" Smart LED Ekran 1199 TL, iPhone 5S 16 GB 1899 TL, Ýntel iþlemcili Reeder A7IM Quad 7"" tablet 199 TL.Stoklarla limitlidir.";1;Promosyon;
E-Devlet: ceza iþlemi baþlatýldý. 48 saat içinde iþlem yapmazsanýz icra iþlemi uygulanacaktýr. Tel: <PHONE>;0;Dolandiricilik;
KOSGEB is kurmak isteyenlere, isletmelere 70.000 liraya kadar destek veriyor. Bilgi almak icin arayin <PHONE>;1;Promosyon;
Paraf uyesi BEYAZ ESYA ve ELEKTRONIK magazalarinda Paraf'inizi kullanin +5 TAKSIT veya 2 AY ERTELEME firsatindan yararlanin.Detay <URL>;1;Promosyon;
KOTON, ADIL ISIK, IDIL BABY ve MAYORAL URUNLERINDE net %50ye varan sezon indirimleri MOLACITY AVMDE BASLADI!!! MOLACITY AVM - BUYUK KIPA YANINDA;1;Promosyon;
Bu akþam 90'lar Türkçe Pop Parti, Sucuk-Ekmek ve Sýcak Þarap tadýyla Pala Pub'ta. Bu gece Türkçe Rock Parti, türkçe rock þarkýlarla Kule Rock City'de. Bu gece Bir Nev-i Alaturka alaturka þarkýlarla Nev Konseri Mandalin Sahnesinde. Bu haftasonu eðlenceye doyacaksýnýz;1;Promosyon;
Kampanya:Her 500TL'lik alisverise cekilisle cift kisilik tatil hediye <URL>;1;Promosyon;
uyarý! Kargo þirketi – vergisel yükümlülük tespit edildi. Hemen bilgi güncelleyin yoksa yasal takip baþlatýlacaktýr. Tel: <PHONE>;0;Dolandiricilik;
Naptýn Yunus maçý ordamý izliyon?;2;Normal;
Ödeme uyarýsý: Son faturanýz ödenmemiþtir. Ödemeyi yapmak için: <URL>;0;Dolandiricilik;
SAYGILAR;2;Normal;
adidas Forum Avm Maðazasýna Özel 2 Al 1 Öde Kampanyasý Baþladý Kaçýrmayýn.sms istemiyorsanýz týklayýnýz <URL>;1;Promosyon;
MOI'de her 100 TL alisverisinize FIAT 500 L'den iPhone 6S'e,Maldiv tatilinden Avrupa Kupasi Turkiye mac biletlerine yuzlerce hediye kazanma sansi sizi bekliyor!;1;Promosyon;
Bir süre kendini amorti etsin yeter;2;Normal;
Aliye iki kadro varmýþ diðeri hemþirelikmiþ;2;Normal;
Paket teslim edilemedi. Yeni teslim tarihi seçmek için týklayýn veya <PHONE>;0;Dolandiricilik;
Paraf ile toplamda 500 TL ve uzeri yurtdisi harcamaniza ucak bileti harcamanizda gecerli %50'ye varan indirim firsati! Katilim kosullari ve detaylar icin <URL>;1;Promosyon;
YouTube: Telif hakký uyarýsý aldýnýz. Gelirleriniz durdurulmadan önce itiraz edin: <URL>;0;Dolandiricilik;
KAMPANYA: MUGLA DOMINO'S TA SECIME OZEL BUGUN VE YARIN BUYUK BOY PIZZA+1 LT COCA-COLA+ELMA DILIM PATATES SADECE 31,90 BU FIRSATI KACIRMA... <PHONE>;1;Promosyon;
Acil: Telekom - gümrükte bekliyor. 48 saat içinde iþlem yapýn yoksa þikayetçi olunacaktýr. Link: <URL>;0;Dolandiricilik;
Kampanya: Marks&Spencer'da yaza ozel 5 gun, secili urunlerde %20 INDIRIM. Son gun 28 Haziran Pazar. Sms ret icin MS yazin 3525'e gonderin.;1;Promosyon;
Gizli gizli yazmýþýmdýr kesin bayýlýrým küçük sürprizlere;2;Normal;
Paraf'tan %1,90 faiz orani ile UCRETSIZ, KOMISYONSUZ 5.000TL ye kadar Taksitli Nakit Avans Firsati! Son gun 31 Ocak! Detay: <URL>;1;Promosyon;
Hesap güvenliði için 2 adýmlý doðrulama gerekmektedir. Hemen þu linke týklayýn: <URL>;0;Dolandiricilik;
"Araba carefour onunde al git :) biz izmite geciyoruz ya annem icin hatirla ;) pazar gelirim ben geri :)";2;Normal;
Fýrsat paketini kaçýrmayýn! Fairy Platinum bulaþýk deterjaný (100 kapsül + 960ml sývý deterjan) 86 TL yerine kargo dahil 49,99 TL. <URL>;1;Promosyon;
Paraf ile 31 Aralik?a kadar Paraf uyesi giyim,aksesuar,kozmetik magazalarinda 50TL üzeri taksitli iþlemlerde +4 taksit! <URL>;1;Promosyon;
Turkce kotu hemen anlasiliyor;2;Normal;
SON 4 GUN! Size ozel 20 TL indiriminizi 150 TL uzeri ilk alisverisinizde keyifle harcayin. Ustelik %70+%20 indirim devam ediyor. Bilgi: <PHONE>;1;Promosyon;
Kartýnýz 3D Securedoðrulamasýndan geçemedi. iþlemi onaylamak için: <URL>;0;Dolandiricilik;
Saat 18:00'a kadar 500 TL ve uzeri alisverisinize aninda %5 indirim! Kampanya cep telefonu ve altin urunlerinde gecerli degildir. <URL>;1;Promosyon;
Tamamdir kardesim. Ýi hadi oyle olsun bakalim.??;2;Normal;
Kripto airdrop: 0.5 BTC kazanma sansý! Cüzdan adresinizi doðrulayýn: <URL>;0;Dolandiricilik;
Kampanya - Ýlk alýþveriþinizde 50 TL chip-para kazanmak için Free nizi cüzdanýnýzdan çýkarýn! 31 Aralýk 'a kadar, Free niz ile akaryakýttan markete, giyimden elektroniðe dilediðiniz yerde yapacaðýnýz ilk alýþveriþinize 50TL chip-para hediye! ;1;Promosyon;
ACÝL! Tebrikler! Büyük ödülü kazandýnýz. Detaylar ve talep formu: <URL>;0;Dolandiricilik;
Paraf ile Ramazan ayina ozel 19 Temmuz'a kadar farkli gunlerde ve tek seferde yapacaginiz besinci 75 TL ve uzeri gida marketi harcamaniza 40 TL ParafPara! Katilmak icin RAMAZAN yaz bosluk birak kart son 6 haneyi 3404'e gonder! Bilgi: parafcard<URL>;1;Promosyon;
KIGILI'da Net %70 Indirim basladi! Ustelik spor pantolon, sweatshirt ve montlarda cok ozel fiyatlar sizinle. Bilgi: <PHONE>;1;Promosyon;
Sen de saðol grsz;2;Normal;
Eyvallah :);2;Normal;
DERIMOD'dan Anneler Gunu'ne ozel tum ayakkabi ve cantalarda %40 +2.urune ekstra %40 indirim daha. Ustelik World'e ozel 8 Taksit.Sms istemiyorsaniz: <PHONE>;1;Promosyon;
BASIN EKSPRESIN EN YENI PROJESINDE LANSMAN ONCESI %20YE VARAN FIYAT AVANTAJINI KACIRMAYIN. AIRPORT24, YATIRIMIN EN HAVALI HALI. <PHONE>;1;Promosyon;
Abim yarýn sabah söyleyeyim mi þimdi fiyat alamadým .;2;Normal;
Faizsiz kredi fýrsatý sizi bekliyor. Baþvuru ve onay için: <URL>;0;Dolandiricilik;
O arada istersen kahve içmeye çýkalým;2;Normal;
Telekom: ödemeniz onaylanmadý. en geç 1 iþ günü içinde iþlem yapmazsanýzhukuki süreç baþlatýlacaktýr. Dosya no: 203896. Tel: <PHONE>;0;Dolandiricilik;
27 Eylul'e kadar Prima Premium Care Firsat Paketlerinden 3 adet ve uzeri alin, her pakette 10 TL indirim kazanin! <URL>;1;Promosyon;
iPhone'unuz sarjsiz kalmasin. Simdi Xtorm Sarjli iPhone 5/5s Kilifi 249,90 TL yerine 149,90 TL! Hemen siparis ver: <URL>;1;Promosyon;
HAFTANIN KAMPANYASI:EVINIZIN HAVASINI DEGISTIRECEK GOBLEN VE DESENLI KIRLENTLER 45TL YERINE 11.9TL. madamecoco<URL> (SMS ALMAMAK ICIN COCO YAZIN 5830'A GONDERIN);1;Promosyon;
Kimliðiniz çalýndý.doðrulama için hemen giriþ yapýn: <URL>;0;Dolandiricilik;
Adalet Bakanlýðý bildirimi: hesabýnýzdan yetkisiz çekim. Borç/ceza için iþlem yapýlacaktýr. 1 hafta içinde týklayýn: Tel: <PHONE>;0;Dolandiricilik;
Kayýp paket: Kargonuz adres bilgisi eksik.doðrulamak için linke týklayýn: <URL>;0;Dolandiricilik;
Londra ya gidiyoruz, 3 kur kayit yaptiran um ogrencilerimize 3 hafta Londra da egitim ucretsiz bilgi icin <PHONE>;1;Promosyon;
Siz ogretmenlerimize ozel %1,39 oranli Finansor ile ihtiyaclarinizi 36 aya kadar taksitlendirin, ustelik hicbir masraf odemeyin. Finansor'e basvurmak icin 'OGRT' yazip bir bosluk birakarak, TC kimlik numaranizi 2310'a gonderin. Turkiye Finans. ;1;Promosyon;
"Tekrar doðum günün kutlu olsun kardeþim nice mutlu yýlara ;))";2;Normal;
Sen gidecekmisin hamama;2;Normal;
Limitiniz yükseltildi. Sözleþme: <URL>;0;Dolandiricilik;
"þuan izleyebiliyorum sýkýntý yok gibi ;)";2;Normal;
uyarý! Kredi Kuruluþu – hesabýnýzdan yetkisiz çekim. Hemen bilgi güncelleyin yoksa yasal takip baþlatýlacaktýr. Tel: <PHONE>;0;Dolandiricilik;
Onurlarda evde takýlýr. Kesin pes atar;2;Normal;
Gümrük Müdürlüðü hesabýnýzda þüpheli aktivite: ceza iþlemi baþlatýldý. Hemen kontrol edin: <URL>;0;Dolandiricilik;
Tatlým sevindim çok geçmiþ olsun bakalým doktor ne diyecek taþýnma telaþýnda hastanede;2;Normal;
Apple iPad Pro'nun 3 farkli modeli %5 indirim ile on satista! <URL>;1;Promosyon;
Ýnþallah. Ben orda çok güzel bir villa buldum 10 kiþilik ama internet sitesine güvenemedim;2;Normal;
Ah güzelim ne diyeyim ben sana;2;Normal;
Paraf ile Teknosa'dan 750 TL ve uzeri alisverislere 75 TL ParafPara! Ustelik pesin fiyatina 8 taksitle.Son gun:30 Kasim. Detay: <URL>;1;Promosyon;
Is Bankasi'ndan Size Ozel Kosullarda On Onayli 25000 TL limitli Ihtiyac Krediniz Hazir!Bilgi: Mugla Sb DILEK DEMIR <PHONE>;1;Promosyon;
Mahkeme bildirimi: aboneliðiniz iptal edilecek. Borç/ceza için iþlem yapýlacaktýr. hemen týklayýn: <URL>;0;Dolandiricilik;
Internet yetmiyor diyen faturali Woops'lular hemen 500MB EKLE yaz 4545'e gonder, haftalik 500MB paketini al, bekleme yapma devam et :) Iptalde paket ucreti alinir. Tanitim iptali icin IPT yazip 7672'ye gonderin.;1;Promosyon;
50TL BONUS! BONUSA UYE GIYIM,ELEKTRONIK,RESTORAN,CICEKCIDE HER 100TL HARCAMAYA 10TL,TOPLAM 50TL BONUS! ILK HARCAMADAN ONCE SUBAT YAZ 3340'A GONDER. BONUS<URL>;1;Promosyon;
ACÝL! HEDÝYE: Sosyal medya çekiliþi kazandýnýz. Detaylar: <URL>;0;Dolandiricilik;
Tebrikler! Ücretsiz tablet kazandýnýz. Kargo ve vergi ücreti ödemesi için: <URL>;0;Dolandiricilik;
Artçi sallantilardir geçmis olsun;2;Normal;
Bir buçuk saat;2;Normal;
3000 TL limitli Avans Hesap icin son firsat! Bir imzaniz ile acilabilmesi icin subemize gelin, nakit sikintisi cekmeyin! Son gun 11 Mayis! Bilgi: <PHONE>;1;Promosyon;
Tamamdir kardesim. Cikarken ararim.;2;Normal;
Özel indirim kodunuz aktif. Hemen kullanmak için: <URL>;0;Dolandiricilik;
Paraf ile Enterprise da %45 Indirim ayricaligi! Enterprise merkez ofisleri, enterprise<URL>;1;Promosyon;
"Kampanya-Hyundai i10 ve i20'lerde 0 faiz ve ogretmenlere ozel 1.200TL'ye varan ekstra indirim firsati! Son gun 31 Aralik! Bilgi hynd.co/uCAg4asc Kod:HYO122 SMS almak istemiyorsaniz ucretsiz olarak ""HYN"" yazip 3607'ye gonderin. Mersis No:6417374276976368";1;Promosyon;
Bakamadim daha bi araya gelsek konussak iyi olur ben birazdan odaya gececem ararim;2;Normal;
Hemen cektim insanlar görmeden;2;Normal;
"Tamamdýr geldi;) saolasýn";2;Normal;
Hadi inþallah :);2;Normal;
United Sport Coolmax Tisort kargo dahil sadece 19,90TL! <URL>;1;Promosyon;
MART'TA 3 TAKSiT KEYFi!31/03'E KADAR GARANTi BANKASI KARTLARINIZLA Y.iCi 75-10000 TL PESiN HARCAMALARA 3 TAKSiT!SUPER YAZ 3340'A YOLLA garanti<URL>;1;Promosyon;
Telefon numaranýzla ilgili acil bildirim: Ödeme talebi var. Sorunu çözmek için <PHONE>;0;Dolandiricilik;
BASIN EKSPRESIN EN YENI PROJESI AIRPORT24'TE LANSMAN FIRSATI DEVAM EDIYOR. %18 KDV DAHIL 253.300TL'DEN BASLAYAN FIYATLAR ICIN, <PHONE>;1;Promosyon;
Mobil bankacýlýk eriþiminiz güvenlik nedeniyle engellendi.doðrulamak için <URL>;0;Dolandiricilik;
"Kusura bakma ben gec yazmisim kardesim :) minibusteyim ;) okulda gorusuruz :)";2;Normal;
Merhaba FreeZonelu, Esnek Firsat  kampanyasina katilim talebin alindi. 12 fatura donemi boyunca  Faturali Esnek Tarifesinden aylik 8 TL indirim ile yararlanabilirsin.;1;Promosyon;
BAYRAM FIRSATI DIDIM BEGONVILLE OTEL 4GECE 5GUN HERSEY DAHIL KISI BASI 699TL 0-12YAS ÜCRETSIZ 9 TAKSIT <PHONE>;1;Promosyon;
Hayirli kandiller. ;2;Normal;
Mahkeme hesabýnýzda þüpheli aktivite: aboneliðiniz iptal edilecek. Hemen kontrol edin: <URL>;0;Dolandiricilik;
Pardon bi sey soyledigini fark edemedim, gorusuruz demistim, duymadin galiba...;2;Normal;
Dikkat! Ödeme Merkezi tarafýndan ödemeniz onaylanmadý. hemen yoklama yapýlacaktýr. adli iþlem baþlatýlacak. Link: <URL>;0;Dolandiricilik;
Nasip deðilmiþ;2;Normal;
SEZON FÝNALÝ! 9,99'a Elbise&Tunik-19,99'a Ayakkabý&Çanta!-49,99'a Kaban&Mont! tozlu<URL> Sms iptali içinTozlu yaz5306'ya gönder.Mersis:<PHONE>;1;Promosyon;
50TL bonus! Subat'ta giyim, elektronik,cicekcide Garanti Pos'larinda her 100TL harcamaya 10TL,toplam 50TL bonus! Ustelik Bonus Flas tan katilanlari 14 Subat'a ozel ekstra bir surpriz bekliyor!  Ilk harcamadan once KAZAN yaz 3340'a gonder .;1;Promosyon;
Boyuna gore ideal kilon kac olmali? Hemen Tikla ve Ogren --> <URL>;1;Promosyon;
Super Tarifede 30 gun yurtici HERYONE 3 dk.si 75 Kr, 1 SMS 33,25 Kr, 1 MMS 90 Kr! Ucretlere kampanya ve diger indirimleriniz varsa dahil degildir.;1;Promosyon;
KAMPANYA:Alfa Romeo Giulietta kazanmak icin SON GUN! <PHONE>;1;Promosyon;
Tamam bu villayý kiralýyorum o zaman;2;Normal;
Patronlar test surusunde! Yeni Doblo ile tanismak icin 7-8 Subat'ta iKRAM ve HEDiYELERLE dolu senligimize bekliyoruz (FETHiYE:<PHONE>;1;Promosyon;
BODRUM GÜMBET 4* ANADOLU OTEL 3 GECE 4 GÜN KISI BASI 499 TL + GECE DISCO TURU +0-12 YAS COCUK ÜCRETSIZ 6 TAKSIT <PHONE>;1;Promosyon;
